missy_barklalot,7
missy_barklalot,7
missy_barklalot,7
missy_barklalot,7
missy_barklalot,7
missy_barklalot,7
missy_barklalot,7
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
meant2beeloved,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
minimrshudson,15
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
izzyinadmo,10
mimibooher,6
mimibooher,6
mimibooher,6
mimibooher,6
mimibooher,6
mimibooher,6
hollyann32,1
percytheroughcollie,3
percytheroughcollie,3
percytheroughcollie,3
astrid.collie,6
astrid.collie,6
astrid.collie,6
astrid.collie,6
astrid.collie,6
astrid.collie,6
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
loveythcollie,10
ruckusthecollie,1
laurenita12,8
laurenita12,8
laurenita12,8
laurenita12,8
laurenita12,8
laurenita12,8
laurenita12,8
laurenita12,8
collieflowersisters,7
collieflowersisters,7
collieflowersisters,7
collieflowersisters,7
collieflowersisters,7
collieflowersisters,7
collieflowersisters,7
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
ollie.sheltie.dog,8
sammetteanne,6
sammetteanne,6
sammetteanne,6
sammetteanne,6
sammetteanne,6
sammetteanne,6
ashpittel,3
ashpittel,3
ashpittel,3
mama_goldielocks,6
mama_goldielocks,6
mama_goldielocks,6
mama_goldielocks,6
mama_goldielocks,6
mama_goldielocks,6
k9freud,2
k9freud,2
mary_ann_scoot,1
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
misty.the.rough.collie,8
christy_collie_steward,1
bethany_b_collielover,5
bethany_b_collielover,5
bethany_b_collielover,5
bethany_b_collielover,5
bethany_b_collielover,5
